ciphersuite,count,code_1sthalf,code_2ndhalf,code,cipher_y,dtls_ok,recommended,ref,key_exchange,mac,cipher,code_base10
0xc036,30,0xc0,0x36,"0xc0,0x36",TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA,Y,N,[RFC5489],tls_ecdhe_psk,sha,aes_256_cbc,49206
0xc08f,30,0xc0,0x8f,"0xc0,0x8f",TLS_PSK_WITH_CAMELLIA_256_GCM_SHA384,Y,N,[RFC6367],tls_psk,sha384,camellia_256_gcm,49295
0xc08d,30,0xc0,0x8d,"0xc0,0x8d",TLS_ECDH_RSA_WITH_CAMELLIA_256_GCM_SHA384,Y,N,[RFC6367],tls_ecdh_rsa,sha384,camellia_256_gcm,49293
0xc035,30,0xc0,0x35,"0xc0,0x35",TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA,Y,N,[RFC5489],tls_ecdhe_psk,sha,aes_128_cbc,49205
0xc089,30,0xc0,0x89,"0xc0,0x89",TLS_ECDH_ECDSA_WITH_CAMELLIA_256_GCM_SHA384,Y,N,[RFC6367],tls_ecdh_ecdsa,sha384,camellia_256_gcm,49289
0xc079,30,0xc0,0x79,"0xc0,0x79",TLS_ECDH_RSA_WITH_CAMELLIA_256_CBC_SHA384,Y,N,[RFC6367],tls_ecdh_rsa,sha384,camellia_256_cbc,49273
0x90,30,0x00,0x90,"0x00,0x90",TLS_DHE_PSK_WITH_AES_128_CBC_SHA,Y,N,[RFC4279],tls_dhe_psk,sha,aes_128_cbc,144
0xac,29,0x00,0xac,"0x00,0xac",TLS_RSA_PSK_WITH_AES_128_GCM_SHA256,Y,N,[RFC5487],tls_rsa,sha256,aes_128_gcm,172
0xc074,29,0xc0,0x74,"0xc0,0x74",TLS_ECDH_ECDSA_WITH_CAMELLIA_128_CBC_SHA256,Y,N,[RFC6367],tls_ecdh_ecdsa,sha256,camellia_128_cbc,49268
0xc038,29,0xc0,0x38,"0xc0,0x38",TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA384,Y,N,[RFC5489],tls_ecdhe_psk,sha384,aes_256_cbc,49208
0x91,29,0x00,0x91,"0x00,0x91",TLS_DHE_PSK_WITH_AES_256_CBC_SHA,Y,N,[RFC4279],tls_dhe_psk,sha,aes_256_cbc,145
0xc0a5,29,0xc0,0xa5,"0xc0,0xa5",TLS_PSK_WITH_AES_256_CCM,Y,N,[RFC6655],tls_psk,sha256,aes_256_ccm,49317
0x95,29,0x00,0x95,"0x00,0x95",TLS_RSA_PSK_WITH_AES_256_CBC_SHA,Y,N,[RFC4279],tls_rsa,sha,aes_256_cbc,149
0xc09b,29,0xc0,0x9b,"0xc0,0x9b",TLS_ECDHE_PSK_WITH_CAMELLIA_256_CBC_SHA384,Y,N,[RFC6367],tls_ecdhe_psk,sha384,camellia_256_cbc,49307
0xc0aa,29,0xc0,0xaa,"0xc0,0xaa",TLS_PSK_DHE_WITH_AES_128_CCM_8,Y,N,[RFC6655],tls_psk,sha256,aes_128_ccm_8,49322
0xc097,29,0xc0,0x97,"0xc0,0x97",TLS_DHE_PSK_WITH_CAMELLIA_256_CBC_SHA384,Y,N,[RFC6367],tls_dhe_psk,sha384,camellia_256_cbc,49303
0xc095,29,0xc0,0x95,"0xc0,0x95",TLS_PSK_WITH_CAMELLIA_256_CBC_SHA384,Y,N,[RFC6367],tls_psk,sha384,camellia_256_cbc,49301
0x17,28,0x00,0x17,"0x00,0x17",TLS_DH_anon_EXPORT_WITH_RC4_40_MD5,N,N,[RFC4346][RFC6347],tls_dh_anon,md5,rc4_40,23
0xc080,27,0xc0,0x80,"0xc0,0x80",TLS_DHE_DSS_WITH_CAMELLIA_128_GCM_SHA256,Y,N,[RFC6367],tls_dhe_dss,sha256,camellia_128_gcm,49280
0x19,27,0x00,0x19,"0x00,0x19",TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA,Y,N,[RFC4346],tls_dh_anon,sha,des40_cbc,25
0x5600,27,0x56,0x00,"0x56,0x00",TLS_FALLBACK_SCSV,Y,N,[RFC7507],tls_fallback,scsv,fallback_scsv,22016
0xc081,26,0xc0,0x81,"0xc0,0x81",TLS_DHE_DSS_WITH_CAMELLIA_256_GCM_SHA384,Y,N,[RFC6367],tls_dhe_dss,sha384,camellia_256_gcm,49281
0xc010,25,0xc0,0x10,"0xc0,0x10",TLS_ECDHE_RSA_WITH_NULL_SHA,Y,N,[RFC8422],tls_dhe_rsa,sha,no_cipher,49168
0xc001,25,0xc0,0x01,"0xc0,0x01",TLS_ECDH_ECDSA_WITH_NULL_SHA,Y,N,[RFC8422],tls_ecdh_ecdsa,sha,no_cipher,49153
0xc00b,25,0xc0,0x0b,"0xc0,0x0b",TLS_ECDH_RSA_WITH_NULL_SHA,Y,N,[RFC8422],tls_ecdh_rsa,sha,no_cipher,49163
0x2,24,0x00,0x02,"0x00,0x02",TLS_RSA_WITH_NULL_SHA,Y,N,[RFC5246],tls_rsa,sha,no_cipher,2
0xc015,24,0xc0,0x15,"0xc0,0x15",TLS_ECDH_anon_WITH_NULL_SHA,Y,N,[RFC8422],tls_ecdh_anon,sha,no_cipher,49173
0xc006,24,0xc0,0x06,"0xc0,0x06",TLS_ECDHE_ECDSA_WITH_NULL_SHA,Y,N,[RFC8422],tls_ecdhe_ecdsa,sha,no_cipher,49158
0x1,24,0x00,0x01,"0x00,0x01",TLS_RSA_WITH_NULL_MD5,Y,N,[RFC5246],tls_rsa,md5,no_cipher,1
0x93,24,0x00,0x93,"0x00,0x93",TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA,Y,N,[RFC4279],tls_rsa,sha,3des_ede_cbc,147
0x8b,24,0x00,0x8b,"0x00,0x8b",TLS_PSK_WITH_3DES_EDE_CBC_SHA,Y,N,[RFC4279],tls_psk,sha,3des_ede_cbc,139
0xc034,23,0xc0,0x34,"0xc0,0x34",TLS_ECDHE_PSK_WITH_3DES_EDE_CBC_SHA,Y,N,[RFC5489],tls_ecdhe_psk,sha,3des_ede_cbc,49204
0x8f,23,0x00,0x8f,"0x00,0x8f",TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA,Y,N,[RFC4279],tls_dhe_psk,sha,3des_ede_cbc,143
0x1a,19,0x00,0x1a,"0x00,0x1a",TLS_DH_anon_WITH_DES_CBC_SHA,Y,N,[RFC5469][status-change-tls-des-idea-ciphers-to-historic],tls_dh_anon,sha,des_cbc,26
0x3b,16,0x00,0x3b,"0x00,0x3b",TLS_RSA_WITH_NULL_SHA256,Y,N,[RFC5246],tls_rsa,sha256,no_cipher,59
0xccab,8,0xcc,0xab,"0xcc,0xab",TLS_PSK_WITH_CHACHA20_POLY1305_SHA256,Y,N,[RFC7905],tls_psk,sha256,chacha20_poly1305,52395
0xccac,8,0xcc,0xac,"0xcc,0xac",TLS_ECDHE_PSK_WITH_CHACHA20_POLY1305_SHA256,Y,Y,[RFC7905],tls_ecdhe_psk,sha256,chacha20_poly1305,52396
0xccad,8,0xcc,0xad,"0xcc,0xad",TLS_DHE_PSK_WITH_CHACHA20_POLY1305_SHA256,Y,Y,[RFC7905],tls_dhe_psk,sha256,chacha20_poly1305,52397
0xccae,8,0xcc,0xae,"0xcc,0xae",TLS_RSA_PSK_WITH_CHACHA20_POLY1305_SHA256,Y,N,[RFC7905],tls_rsa,sha256,chacha20_poly1305,52398
0xc053,7,0xc0,0x53,"0xc0,0x53",TLS_DHE_RSA_WITH_ARIA_256_GCM_SHA384,Y,N,[RFC6209],tls_dhe_rsa,sha384,aria_256_gcm,49235
0xc056,7,0xc0,0x56,"0xc0,0x56",TLS_DHE_DSS_WITH_ARIA_128_GCM_SHA256,Y,N,[RFC6209],tls_dhe_dss,sha256,aria_128_gcm,49238
0xc05d,7,0xc0,0x5d,"0xc0,0x5d",TLS_ECDHE_ECDSA_WITH_ARIA_256_GCM_SHA384,Y,N,[RFC6209],tls_ecdhe_ecdsa,sha384,aria_256_gcm,49245
0xc052,6,0xc0,0x52,"0xc0,0x52",TLS_DHE_RSA_WITH_ARIA_128_GCM_SHA256,Y,N,[RFC6209],tls_dhe_rsa,sha256,aria_128_gcm,49234
0xc051,6,0xc0,0x51,"0xc0,0x51",TLS_RSA_WITH_ARIA_256_GCM_SHA384,Y,N,[RFC6209],tls_rsa,sha384,aria_256_gcm,49233
